row_index,lookup_key,name_zh_CN,name_ja_JP,name_en_US,role,class_paths,cost,cost_float32_bits,scratch_rule_key,terrain_mask,playthrough_mask,enabled_playthroughs,linked_group,selector,terrain_discriminator,raw_row_hex
325,0x000E55D2,鬼火,鬼火,Oni-bi,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,E4190000D2550E00FFFFFFFF0000803F3393FFFF00001F0000000000
326,0x00022F7C,鬼火,鬼火,Oni-bi,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,F21900007C2F0200FFFFFFFF0000803F061AFFFF00001F0000000000
327,0x0008D221,鬼火,鬼火,Oni-bi,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,011A000021D20800FFFFFFFF0000803FB526FFFF00001F0000000000
328,0x000D651D,鬼火,鬼火,Oni-bi,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,0F1A00001D650D00FFFFFFFF0000803F387EFFFF00001F0000000000
329,0x0001B70C,小海坊主,小海坊主,Lesser Umi-bozu,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,201A00000CB70100FFFFFFFF0000C03F030EFFFF00001F0000000000
330,0x000ECDB4,小海坊主,小海坊主,Lesser Umi-bozu,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,331A0000B4CD0E00FFFFFFFF0000C03FD0B1FFFF00001F0000000000
331,0x000ED0D6,乌鸦天狗,烏天狗,Karasu Tengu,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0002,0x1F,1;2;3;4;5,0,0,0,4C1A0000D6D00E00FFFFFFFF000040402CEBFFFF02001F0000000100
332,0x000705DD,轮入道,輪入道,Wheelmonk,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,551A0000DD050700FFFFFFFF00000040931FFFFF00001F0000000100
333,0x00006CD3,独脚踏鞴,一本だたら,Ippon-Datara,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0002,0x1F,1;2;3;4;5,0,0,0,611A0000D36C0000FFFFFFFF00004040F8DDFFFF02001F0000000100
334,0x000561AC,独脚踏鞴,一本だたら,Ippon-Datara,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0002,0x1F,1;2;3;4;5,0,0,0,711A0000AC610500FFFFFFFF00004040140BFFFF02001F0000000100
335,0x0004CF03,妖蟹,化け蟹,Bakegani,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,831A000003CF0400FFFFFFFF00004040AB22FFFF00001F0000000100
336,0x00001AB5,妖蟹,化け蟹,Bakegani,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,8C1A0000B51A0000FFFFFFFF000040400D90FFFF00001F0000000100
337,0x000061EB,妖蟹,化け蟹,Bakegani,3,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,9A1A0000EB610000FFFFFFFF00004040D137FFFF00001F0000000300
338,0x000C3FF5,妖蟹,化け蟹,Bakegani,3,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,A91A0000F53F0C00FFFFFFFF00004040B908FFFF00001F0000000300
339,0x000A8833,妖蟹,化け蟹,Bakegani,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,BD1A000033880A00FFFFFFFF0000803FC731FFFF00001F0000000000
340,0x0000CB88,妖蟹,化け蟹,Bakegani,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,C81A000088CB0000FFFFFFFF0000803F41AAFFFF00001F0000000000
341,0x0003B1B8,妖蟹,化け蟹,Bakegani,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,D81A0000B8B10300FFFFFFFF0000803F34F0FFFF00001F0000000200
342,0x00073BAB,妖蟹,化け蟹,Bakegani,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,E91A0000AB3B0700FFFFFFFF0000803FBC51FFFF00001F0000000200
343,0x000D5AE8,濡女,濡れ女,Nure-onna,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,FF1A0000E85A0D00FFFFFFFF0000404078A6FFFF00001F0000000100
344,0x0001AA93,猿鬼,猿鬼,Enki,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,081B000093AA0100FFFFFFFF00004040CF2EFFFF00001F0000000100
345,0x000573CF,独眼小僧,一つ目小僧,One-eyed Imp,0,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0002,0x1F,1;2;3;4;5,0,0,0,0D1B0000CF730500FFFFFFFF000000405D1AFFFF02001F0000000000
346,0x00001E3E,独眼小僧,一つ目小僧,One-eyed Imp,0,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0002,0x1F,1;2;3;4;5,0,0,0,161B00003E1E0000FFFFFFFF00000040911AFFFF02001F0000000000
347,0x00056628,独眼小僧,一つ目小僧,One-eyed Imp,0,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0002,0x1F,1;2;3;4;5,0,0,0,231B000028660500FFFFFFFF000000405CC6FFFF02001F0000000000
348,0x0009FA05,独眼小僧,一つ目小僧,One-eyed Imp,0,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0002,0x1F,1;2;3;4;5,0,0,0,321B000005FA0900FFFFFFFF000000404F81FFFF02001F0000000000
349,0x00075D9B,独眼鬼,一つ目鬼,One-eyed Oni,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0002,0x1F,1;2;3;4;5,0,0,0,401B00009B5D0700FFFFFFFF00004040FA77FFFF02001F0000000100
350,0x000D4C73,雪入道,雪入道,Snowclops,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0002,0x1F,1;2;3;4;5,0,0,0,441B0000734C0D00FFFFFFFF00004040428BFFFF02001F0000000100
351,0x0003B86E,独眼鬼,一つ目鬼,One-eyed Oni,3,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0002,0x1F,1;2;3;4;5,0,0,0,4D1B00006EB80300FFFFFFFF000040401C41FFFF02001F0000000300
352,0x0003063C,雪入道,雪入道,Snowclops,3,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0002,0x1F,1;2;3;4;5,0,0,0,571B00003C060300FFFFFFFF0000404066DBFFFF02001F0000000300
353,0x0000FCD2,防人,防人,Sentry,0,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,661B0000D2FC0000FFFFFFFF00000040E774FFFF00001F0000000000
354,0x00043182,防人,防人,Sentry,0,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,6F1B000082310400FFFFFFFF000040408C7AFFFF00001F0000000000
355,0x00069D5B,以津真天,以津真天,Itsumade,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,7F1B00005B9D0600FFFFFFFF00004040003EFFFF06001F0000000100
356,0x000EE98E,子泣爷爷,子泣き爺,Konaki-Jiji,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,881B00008EE90E00FFFFFFFF00004040D955FFFF00001F0000000100
357,0x000D2B55,山姥,山姥,Yamanba,1,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,941B0000552B0D00FFFFFFFF0000C03F2573FFFF00001F0000000100
358,0x0001C4B5,猥裸,わいら,Waira,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,9C1B0000B5C40100FFFFFFFF000040407C79FFFF00001F0000000100
359,0x0006C300,古笼火,古籠火,Koroka,1,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,A21B000000C30600FFFFFFFF0000C03F0445FFFF00001F0000000100
360,0x00068CA6,姑获鸟,姑獲鳥,Ubume,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,AA1B0000A68C0600FFFFFFFF00000040A5A9FFFF00001F0000000100
361,0x000A1E6C,一反木棉,一反木綿,Flying Bolt,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,B01B00006C1E0A00FFFFFFFF0000C03F2572FFFF00001F0000000000
362,0x0000665C,油伞妖,唐傘お化け,Karakasa Umbrella,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,BB1B00005C660000FFFFFFFF0000C03F02EAFFFF00001F0000000000
363,0x0006B55E,油伞妖,唐傘お化け,Karakasa Umbrella,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,C41B00005EB50600FFFFFFFF0000C03F31CDFFFF00001F0000000000
364,0x0006CAA5,祸津武士,禍ツ武者,Magatsu Warrior,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,D11B0000A5CA0600FFFFFFFF000040402C09FFFF00001F0000000100
365,0x00004388,蜘蛛,蜘蛛,Spider,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,DF1B000088430000FFFFFFFF0000803F7642FFFF00001F0000000000
366,0x000BC877,蜘蛛,蜘蛛,Spider,0,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,E81B000077C80B00FFFFFFFF00000040D15DFFFF00001F0000000000
367,0x000810E4,蜘蛛,蜘蛛,Spider,0,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,F11B0000E4100800FFFFFFFF0000004051CDFFFF00001F0000000000
368,0x000DCB98,肉瘤怪,ぬっぺふほふ,Nuppeppo,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,FA1B000098CB0D00FFFFFFFF000040401A82FFFF00001F0000000100
369,0x00088F10,夜叉,夜叉,Yasha,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,061C0000108F0800FFFFFFFF00004040BACCFFFF00001F0000000100
370,0x000DE7CB,外道兵,外道兵,Aberrant Soldier,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,0C1C0000CBE70D00FFFFFFFF0000C03F1C58FFFF00001F0000000000
371,0x000C05A4,外道兵,外道兵,Aberrant Soldier,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,150,221C0000A4050C00FFFFFFFF0000C03F7086FFFF00001F0000000096
372,0x000BD464,外道兵,外道兵,Aberrant Soldier,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,177,3C1C000064D40B00FFFFFFFF0000C03FF301FFFF00001F00000000B1
373,0x000F3526,外道兵,外道兵,Aberrant Soldier,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,501C000026350F00FFFFFFFF0000C03F5001FFFF00001F0000000200
374,0x000E0650,外道兵,外道兵,Aberrant Soldier,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,150,6D1C000050060E00FFFFFFFF0000C03FA72CFFFF00001F0000000296
375,0x0006AD14,外道兵,外道兵,Aberrant Soldier,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,177,8E1C000014AD0600FFFFFFFF0000C03FB85DFFFF00001F00000002B1
376,0x0002C560,外道兵,外道兵,Aberrant Soldier,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,A91C000060C50200FFFFFFFF0000C03F258BFFFF00001F0000000000
377,0x00068029,外道兵,外道兵,Aberrant Soldier,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,150,BD1C000029800600FFFFFFFF0000C03F849DFFFF00001F0000000096
378,0x000087F5,外道兵,外道兵,Aberrant Soldier,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,177,D51C0000F5870000FFFFFFFF0000C03F0C52FFFF00001F00000000B1
379,0x0004A640,外道兵,外道兵,Aberrant Soldier,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,E71C000040A60400FFFFFFFF0000C03FABCCFFFF00001F0000000200
380,0x0005410A,外道兵,外道兵,Aberrant Soldier,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,150,021D00000A410500FFFFFFFF0000C03F23CDFFFF00001F0000000296
381,0x00054F6F,外道兵,外道兵,Aberrant Soldier,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,177,211D00006F4F0500FFFFFFFF0000C03F1078FFFF00001F00000002B1
382,0x000AE8E8,外道兵,外道兵,Aberrant Soldier,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,3A1D0000E8E80A00FFFFFFFF0000C03F4A24FFFF00001F0000000000
383,0x0002DF3B,外道兵,外道兵,Aberrant Soldier,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,150,4E1D00003BDF0200FFFFFFFF0000C03F95F3FFFF00001F0000000096
384,0x000D61F1,外道兵,外道兵,Aberrant Soldier,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,177,661D0000F1610D00FFFFFFFF0000C03F75A5FFFF00001F00000000B1
385,0x0007BD90,外道兵,外道兵,Aberrant Soldier,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,781D000090BD0700FFFFFFFF0000C03F1FF2FFFF00001F0000000200
386,0x0002E19A,外道兵,外道兵,Aberrant Soldier,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,150,931D00009AE10200FFFFFFFF0000C03F41C4FFFF00001F0000000296
387,0x0004A551,外道兵,外道兵,Aberrant Soldier,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,177,B21D000051A50400FFFFFFFF0000C03F0B8FFFFF00001F00000002B1
388,0x00017C7B,铁鼠,鉄鼠,Tesso,2,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,CB1D00007B7C0100FFFFFFFF000040408660FFFF00001F0000000200
389,0x00071ED1,武田信玄,武田信玄,Takeda Shingen,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0004,0x1F,1;2;3;4;5,12,0,0,D11D0000D11E0700E4F8142100008040F4D6FFFF04001F010C000500
390,0x0004B03B,山县昌景,山県昌景,Yamagata Masakage,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0004,0x1F,1;2;3;4;5,13,0,0,D91D00003BB004008A4754E200008040315FFFFF04001F010D000500
391,0x000B0DAA,梶原景时,梶原景時,Kajiwara Kagetoki,5,class0:role5;class1:highest-only,4.0,0x40800000,0xBA58,0x0004,0x1F,1;2;3;4;5,0,0,0,E21D0000AA0D0B0083216D0F00008040EE1558BA04001F0100000500
392,0x000BE2C7,高杉晋作,高杉晋作,Takasugi Shinsaku,5,class0:role5;class1:highest-only,4.0,0x40800000,0x4760,0x0004,0x1F,1;2;3;4;5,0,0,0,EB1D0000C7E20B00488DD128000080408C3A604704001F0100000500
393,0x000D9195,冲田总司,沖田総司,Okita Soji,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0004,0x1F,1;2;3;4;5,0,0,0,F41D000095910D008436ABCF00008040B1F7FFFF04001F0100000500
394,0x000F1A7F,德川国松,徳川国松,Tokugawa Kunimatsu,5,class0:role5;class1:highest-only,4.0,0x40800000,0xAC1D,0x0004,0x1F,1;2;3;4;5,0,0,0,FA1D00007F1A0F00C745E36C0000804041C51DAC04001F0100000500
395,0x000B605B,比留呼,比留呼,Hiruko,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0004,0x1F,1;2;3;4;5,15,0,0,041E00005B600B00AFF6D39F0000804080DEFFFF04001F010F000500
396,0x00064B4D,柳生十兵卫,柳生十兵衛,Yagyu Jubei,5,class0:role5;class1:highest-only,4.0,0x40800000,0x628D,0x0004,0x1F,1;2;3;4;5,0,0,0,111E00004D4B06008A4754E200008040BD618D6204001F0100000500
397,0x000C9D7F,风魔小太郎,風魔小太郎,Fuma Kotaro,4,class0:role4,4.0,0x40800000,0x7DBF,0x0001,0x1F,1;2;3;4;5,0,0,0,161E00007F9D0C00CAC2796B00008040B68DBF7D01001F0000000400
398,0x0007D28D,伊东一刀斋,伊東一刀斎,Ito Ittosai,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,1D1E00008DD20700CAC2796B000080402A74FFFF01001F0000000400
399,0x0004E7C0,杉谷善住坊,杉谷善住坊,Sugitani Zenjubo,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,281E0000C0E70400CAC2796B00008040E1ADFFFF01001F0000000400
400,0x00030852,太原雪斋,太原雪斎,Taigen Sessai,4,class0:role4,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,301E000052080300CAC2796B00008040FC96FFFF00001F0000000400
401,0x000519EE,石川五右卫门,石川五右衛門,Ishikawa Goemon,4,class0:role4,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,401E0000EE190500CAC2796B00008040A64CFFFF00001F0000000400
402,0x000A797A,泽村保佑,沢村保祐,Sawamura Yasusuke,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,501E00007A790A00CAC2796B00008040E868FFFF01001F0000000400
403,0x000801A9,高岛秋帆,高島秋帆,Takashima Shuhan,4,class0:role4,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,591E0000A9010800CAC2796B0000804038DEFFFF00001F0000000400
404,0x000EC041,肉户景俊,宍戸景俊,Shishido Kagetoshi,4,class0:role4,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,691E000041C00E00CAC2796B0000804082ECFFFF00001F0000000400
405,0x0008F3DB,巴御前,巴御前,Tomoe Gozen,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,791E0000DBF30800CAC2796B000080401BDBFFFF01001F0000000400
406,0x0008A628,斩鬼武士,鬼斬りの武者,Demon Slayer,4,class0:role4,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,7F1E000028A60800CAC2796B0000804019FCFFFF00001F0000000400
407,0x000C36C2,亲鸾,親鸞,Shinran,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,8E1E0000C2360C00CAC2796B0000804031A4FFFF01001F0000000400
408,0x00039B5F,那须与一,那須与一,Nasu no Yoichi,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,961E00005F9B0300CAC2796B00008040EB94FFFF01001F0000000400
409,0x000E80BD,高桥泥舟,高橋泥舟,Takahashi Deishu,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,9D1E0000BD800E00CAC2796B000080408C6DFFFF01001F0000000400
410,0x000EFF45,穴山信君,穴山信君,Anayama Nobutada,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,A41E000045FF0E00A45A794F00008040F39EFFFF01001F0000000400
411,0x000431DA,高坂昌信,高坂昌信,Kosaka Masanobu,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,AC1E0000DA310400A45A794F000080401DC2FFFF01001F0000000400
412,0x0007A8F3,内藤昌丰,内藤昌豊,Naito Masatoyo,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,B51E0000F3A80700CAC2796B00008040DF15FFFF01001F0000000400
413,0x0002E4BB,怨嗟武人,怨嗟の武人,Aggrieved Warrior,4,class0:role4,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,BE1E0000BBE40200CAC2796B00008040570DFFFF00001F0000000400
414,0x000367F5,土方岁三,土方歳三,Hijikata Toshizo,4,class0:role4,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,D01E0000F5670300A45A794F00008040283BFFFF00001F0000000400
415,0x0001F6E5,近藤勇,近藤勇,Kondo Isami,4,class0:role4,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,D81E0000E5F601005E07A12600008040B075FFFF00001F0000000400
416,0x000B6202,斋藤一,斎藤一,Saito Hajime,4,class0:role4,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,DE1E000002620B00CAC2796B00008040B1D2FFFF00001F0000000400
417,0x00096029,永仓新八,永倉新八,Nagakura Shinpachi,4,class0:role4,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,E51E000029600900CAC2796B00008040B529FFFF00001F0000000400
418,0x000BD9D5,柳生宗矩,柳生宗矩,Yagyu Munenori,5,class0:role5;class1:highest-only,4.0,0x40800000,0x441D,0x0004,0x1F,1;2;3;4;5,0,0,0,EF1E0000D5D90B00CAC2796B00008040976E1D4404001F0000000500
419,0x000D35E1,服部半藏,服部半蔵,Hattori Hanzo,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0004,0x1F,1;2;3;4;5,0,0,0,001F0000E1350D00CAC2796B000080405C5AFFFF04001F0000000500
420,0x000A3F52,斋藤福,斎藤福,Saito Fuku,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,111F0000523F0A00A158E230000080405A4EFFFF00001F0000000500
421,0x000F0361,本多忠胜,本多忠勝,Honda Tadakatsu,5,class0:role5;class1:highest-only,4.0,0x40800000,0x2589,0x0000,0x1F,1;2;3;4;5,0,0,0,1F1F000061030F00A45A794F0000804012E3892500001F0000000500
422,0x000202A7,服部半藏,服部半蔵,Hattori Hanzo,5,class0:role5;class1:highest-only,4.0,0x40800000,0x9E6B,0x0000,0x1F,1;2;3;4;5,0,0,0,2F1F0000A7020200C9D03F0200008040B64B6B9E00001F0100000500
423,0x000CED7D,灵窟修验者,霊窟の修験者,Cavern Ascetic,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,3E1F00007DED0C00CAC2796B000080405DE1FFFF01001F0000000400
424,0x000206C8,田鹤夫人,お田鶴の方,Otazu no Kata,4,class0:role4,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,511F0000C8060200CAC2796B00008040E13EFFFF00001F0000000400
425,0x00046364,碓井贞光,碓井貞光,Usui Sadamitsu,4,class0:role4,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,621F000064630400CAC2796B000080409202FFFF00001F0000000400
426,0x0000F9CA,金井半兵卫,金井半兵衛,Kanai Hanbei,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,14,0,0,6C1F0000CAF90000CAC2796B00008040B802FFFF01001F000E000400
427,0x0005D299,丸桥忠弥,丸橋忠弥,Marubashi Chuya,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,781F000099D20500CAC2796B00008040C5C9FFFF01001F0000000400
428,0x0000EBDF,荒木又右卫门,荒木又右衛門,Araki Mataemon,4,class0:role4,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,7E1F0000DFEB0000CAC2796B000080407151FFFF00001F0000000400
429,0x00009553,穴泽盛秀,穴澤盛秀,Anazawa Morihide,4,class0:role4,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,921F000053950000CAC2796B000080402C84FFFF00001F0000000400
430,0x00095C9D,山田真龙轩,山田真龍軒,Yamada Shinryuken,4,class0:role4,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,A41F00009D5C0900CAC2796B00008040D3C7FFFF00001F0000000400
431,0x00098E97,毛利玄达,毛利玄達,Mori Gentatsu,4,class0:role4,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,B81F0000978E0900CAC2796B000080400FDEFFFF00001F0000000400
432,0x0000FD3A,前田光高,前田光高,Maeda Mitsutaka,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,CA1F00003AFD0000CAC2796B00008040E9B7FFFF01001F0000000400
433,0x000930FE,河原十郎兵卫,河原十郎兵衛,Kawara Jurobei,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,D41F0000FE300900CAC2796B0000804057A3FFFF01001F0000000400
434,0x000BB2B0,中根正盛,中根正盛,Nakane Masamori,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,DD1F0000B0B20B00CAC2796B00008040389EFFFF01001F0000000400
435,0x000ED856,传林坊赖庆,伝林坊頼慶,Denrinbo Raikei,4,class0:role4,4.0,0x40800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,EB1F000056D80E00CAC2796B000080406A2DFFFF00001F0000000400
436,0x00076A6F,熊谷直义,熊谷直義,Kumagai Naoyoshi,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,FB1F00006F6A0700CAC2796B000080404C1CFFFF01001F0000000400
